"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2002","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.77,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2003","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.68,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2004","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.547,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2005","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.371,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2006","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",13.177,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2007","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",12.943,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2008","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",12.681,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2009","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",12.396,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2010","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",12.115,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2011","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",11.846,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2012","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",11.603,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2013","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",11.392,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2014","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",11.221,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2015","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",11.095,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2016","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",11.009,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2017","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",10.952,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2018","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",10.913,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2019","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",10.885,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2020","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",10.859,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2021","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",10.832,"Crude Birth Rate"
"country/BRB","BB","Barbados","Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person","2022","WorldDevelopmentIndicators","https://datacatalog.worldbank.org/dataset/world-development-indicators/","","Per1000Persons","Per 1000 people",10.783,"Crude Birth Rate"
